Testosterone0-10,,Testosterone11-20,,Testosterone21-30,,Testosterone31-40,,Testosterone41-50,
X,Y,X,Y,X,Y,X,Y,X,Y
-0.025151951793359828,0.09271533746643479,9.97358475153424,0.06362161510104947,19.974183155221166,0.07740285201096864,29.976529277612777,0.1314340506895414,39.98537235431957,0.3350901072472385
