salbutamol,,placebo,
X,Y,X,Y
0,2.8958443990313203,0,2.998263398122057
10,2.3432376956940555,10,2.570999918976584
20,2.369975422897217,20,2.5885928033201595
30,2.4319205250317344,30,2.639805003646054
40,2.556485924432161,40,2.7001728499536366
50,2.629099109642687,50,2.8033588707136365
60,2.6879599204170006,60,2.8851601112721577
420,2.7568568316243396,420,2.966286156699286
