Testosterone0-10,,Testosterone11-20,,Testosterone21-30,,Testosterone31-40,,Testosterone41-50,
X,Y,X,Y,X,Y,X,Y,X,Y
-0.023860622924853914,0.18852995166448216,9.980455083745527,0.199319525493171,19.957511074593924,0.2108934205800309,29.98908649708629,0.3037003621739882,40.007032061667665,0.42711619451458954
