Testosterone>25,,Testosterone<=25,
X,Y,X,Y
640,0.11315121569137854,640,0.36935812887539665
650,0.11305711831988874,650,0.3435985629878491
660,0.10758712710400586,660,0.3247548100482025
670.0000000000002,0.09443057116674858,670.0000000000002,0.31051517414258245
680,0.09400024882277691,680,0.29039455655301416
690,0.09403866432987384,690,0.27450286341095387
700,0.09401733609524987,700,0.24512529458613552
710,0.08696863587702808,710,0.20258202592364394
720.0000000000002,0.0844869117251843,720.0000000000002,0.19691516667147335
730.0000000000002,0.08443984008447214,730.0000000000002,0.189903750765674
740.0000000000002,0.08170074912813496,740.0000000000002,0.18682289697983445
750.0000000000002,0.0772979165108143,750.0000000000002,0.1864339447160449
760,0.06904778045704285,760,0.18645651377670203
770,0.06693243178514052,770,0.186456026521146
780,0.06693213784000962,780,0.18645640151458076
790.0000000000002,0.06693295930386167,790.0000000000002,0.18643857214671278
800.0000000000002,0.06693293355720353,800.0000000000002,0.18675441268737447
810.0000000000002,0.06693297318979008,810.0000000000002,0.174807985224957
820.0000000000002,0.06692961474063153,820.0000000000002,0.16475910877149247
830.0000000000002,0.06703433918162216,830.0000000000002,0.1657984790355368
840.0000000000002,0.05734878084917461,840.0000000000002,0.16571289551797208
850.0000000000002,0.0492065750384203,850.0000000000002,0.15546325947523587
860.0000000000002,0.04477303689895762,860.0000000000002,0.12963163020962454
870,0.03993592155754477,870,0.11063986697479056
880,0.039843690630789075,880,0.10510849886036389
890.0000000000002,0.039840866656255525,890.0000000000002,0.10518476996985227
900.0000000000002,0.039841034963272515,900.0000000000002,0.10518022426210694
910.0000000000002,0.03984103131699368,910.0000000000002,0.10518032274235734
920.0000000000002,0.03984103131624117,920.0000000000002,0.10518032276268241
930.0000000000002,0.03984103131930272,930.0000000000002,0.105180322679995
940.0000000000002,0.03984103131920147,940.0000000000002,0.10518032268273014
950.0000000000002,0.0398410313192028,950.0000000000002,0.10518032268269639
960.0000000000002,0.03984103131920236,960.0000000000002,0.10518032268269129
970,0.03984103131921546,970,0.1051803226828203
980,0.03984103131919281,980,0.10518032268259692
990.0000000000002,0.039841031304458596,990.0000000000002,0.10518032253654441
1000.0000000000002,0.03984103200734701,1000.0000000000002,0.10518032950385203
1010.0000000000002,0.03984101947460439,1010.0000000000002,0.10518020527436844
1020.0000000000002,0.03984066295513089,1020.0000000000002,0.105176671312871
1030.0000000000002,0.0398713528508885,1030.0000000000002,0.10548088165206537
1040.0000000000002,0.03879229000618589,1040.0000000000002,0.10010966338591953
1050.0000000000002,0.02226114832625692,1050.0000000000002,0.09562129202927006
1060.0000000000002,0.01191985402923268,1060.0000000000002,0.09562174380665267
1070.0000000000002,0.011131979883283627,1070.0000000000002,0.09561832497364331
1080,0.011155793688850668,1080,0.09561915969841683
1090.0000000000002,0.011155497184928143,1090.0000000000002,0.09563961150241274
1100.0000000000002,0.011155488244420253,1100.0000000000002,0.09295307231751782
1110.0000000000002,0.011155488781035672,1110.0000000000002,0.08620710660416075
1120.0000000000002,0.011155488769368116,1120.0000000000002,0.07965739682479245
1130.0000000000002,0.01115548876936745,1130.0000000000002,0.07068535591211411
1140.0000000000002,0.011155488769376998,1140.0000000000002,0.06502633343910591
1150.0000000000002,0.011155488769376776,1150.0000000000002,0.05668288549502987
1160.0000000000002,0.011155488769376776,1160.0000000000002,0.054200073146141614
1170.0000000000002,0.011155488769376776,1170.0000000000002,0.05405755946479163
1180.0000000000002,0.011155488769376776,1180.0000000000002,0.0485139693581258
1190.0000000000002,0.011155488769376776,1190.0000000000002,0.04141609403553126
1200.0000000000002,0.011155488769376776,1200.0000000000002,0.04132962729659151
1210.0000000000002,0.011155488769376776,1210.0000000000002,0.03579128566380785
1220.0000000000002,0.011155488769376776,1220.0000000000002,0.03319983213611821
1230.0000000000002,0.011155488769376776,1230.0000000000002,0.03345918221047972
1240.0000000000002,0.011155488769376776,1240.0000000000002,0.033466922950228684
1250.0000000000002,0.011155488769376776,1250.0000000000002,0.033466456142321466
1260.0000000000002,0.011155488769376776,1260.0000000000002,0.03346646631661532
1270.0000000000002,0.011155488769376776,1270.0000000000002,0.03346646631631334
1280.0000000000002,0.011155488769376776,1280.0000000000002,0.03346646630785233
1290.0000000000002,0.011155488769376776,1290.0000000000002,0.03346646630813388
1300.0000000000002,0.011155488769376776,1300.0000000000002,0.03346646630813055
